Rk,G,Date,Age,Tm,,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
18,18,12/7/05,27-106,LAL,@,TOR,W (+11),1,26:23:00,5,12,0.417,1,2,0.5,0,2,0,1,1,2,9,0,0,4,2,11,6.3,14
19,19,12/9/05,27-108,LAL,@,CHI,W (+13),1,37:25:00,9,21,0.429,0,1,0,5,7,0.714,1,8,9,8,1,0,4,2,23,16,9
20,20,12/10/05,27-109,LAL,@,MIN,L (-13),1,40:47:00,11,20,0.55,3,6,0.5,10,12,0.833,0,4,4,3,0,1,7,1,35,21.2,-10
21,21,12/12/05,27-111,LAL,@,DAL,W (+3),1,43:15:00,15,33,0.455,3,9,0.333,10,12,0.833,2,3,5,2,4,1,2,3,43,30.3,-1
22,22,12/14/05,27-113,LAL,@,MEM,W (+15),1,31:18:00,10,17,0.588,2,4,0.5,5,8,0.625,2,6,8,3,1,0,3,2,27,20.4,22
23,23,12/16/05,27-115,LAL,,WAS,W (+6),1,36:54:00,14,24,0.583,2,3,0.667,11,14,0.786,2,6,8,4,1,1,1,5,41,33.3,1
24,24,12/18/05,27-117,LAL,,HOU,L (-2),1,37:47:00,6,13,0.462,1,3,0.333,11,12,0.917,0,2,2,6,2,0,3,2,24,19.9,-5
25,25,12/20/05,27-119,LAL,,DAL,W (+22),1,32:53:00,18,31,0.581,4,10,0.4,22,25,0.88,3,5,8,0,3,0,2,3,62,49.7,35
26,26,12/23/05,27-122,LAL,@,ORL,W (+16),1,39:19:00,6,16,0.375,0,4,0,9,12,0.75,0,2,2,9,0,1,1,3,21,16.4,17
27,27,12/25/05,27-124,LAL,@,MIA,L (-5),1,44:17:00,12,30,0.4,0,8,0,13,19,0.684,2,6,8,6,0,2,3,5,37,22.2,1
28,28,12/26/05,27-125,LAL,@,WAS,L (-3),1,38:06:00,10,27,0.37,2,6,0.333,9,10,0.9,0,5,5,2,0,1,5,2,31,13.5,-11
29,29,12/28/05,27-127,LAL,,MEM,L (-1),1,46:35:00,13,37,0.351,4,8,0.5,15,19,0.789,2,5,7,4,2,1,2,5,45,27.1,-6
30,,1/1/06,27-131,LAL,,UTA,L (-4),Player Suspended,,,,,,,,,,,,,,,,,,,,,
31,,1/3/06,27-133,LAL,@,UTA,L (-10),Player Suspended,,,,,,,,,,,,,,,,,,,,,
32,30,1/6/06,27-136,LAL,,PHI,W (+26),1,35:20:00,19,29,0.655,7,7,1,3,4,0.75,0,10,10,2,2,0,7,2,48,33.5,23
33,31,1/7/06,27-137,LAL,@,LAC,W (+3),1,45:21:00,17,41,0.415,7,15,0.467,9,10,0.9,3,5,8,8,1,0,3,2,50,34.1,9
34,32,1/9/06,27-139,LAL,,IND,W (+6),1,44:50:00,14,32,0.438,2,6,0.333,15,21,0.714,1,9,10,5,1,0,2,4,45,30.1,7
35,33,1/11/06,27-141,LAL,@,POR,L (-10),1,44:28:00,13,29,0.448,3,13,0.231,12,13,0.923,0,2,2,3,4,0,2,5,41,28.2,-8
36,34,1/12/06,27-142,LAL,,CLE,W (+1),1,37:10:00,9,21,0.429,1,5,0.2,8,8,1,0,2,2,2,2,0,5,4,27,13.3,-2
37,35,1/14/06,27-144,LAL,@,GSW,W (+6),1,41:10:00,13,28,0.464,1,5,0.2,11,11,1,0,7,7,7,0,0,3,2,38,26.8,4
38,36,1/16/06,27-146,LAL,,MIA,W (+8),1,40:54:00,13,24,0.542,2,5,0.4,9,9,1,0,3,3,4,1,0,1,3,37,27.9,14
39,37,1/19/06,27-149,LAL,@,SAC,L (-9),1,44:07:00,17,35,0.486,4,12,0.333,13,13,1,0,9,9,4,1,0,4,2,51,35,-13
40,38,1/20/06,27-150,LAL,@,PHO,L (-13),1,40:21:00,12,33,0.364,4,12,0.333,9,9,1,0,2,2,2,3,0,4,4,37,18.1,-17
41,39,1/22/06,27-152,LAL,,TOR,W (+18),1,41:56:00,28,46,0.609,7,13,0.538,18,20,0.9,2,4,6,2,3,1,3,1,81,63.5,25
42,40,1/27/06,27-157,LAL,,GSW,W (+1),1,49:11:00,7,22,0.318,2,4,0.5,14,16,0.875,0,5,5,8,0,0,6,3,30,16.5,0
43,41,1/29/06,27-159,LAL,@,DET,L (-9),1,42:25:00,12,28,0.429,3,11,0.273,12,14,0.857,0,6,6,3,1,0,3,3,39,24.1,-10
44,42,1/31/06,27-161,LAL,@,NYK,W (+33),1,33:53:00,7,17,0.412,3,8,0.375,23,26,0.885,1,2,3,3,4,0,3,4,40,32.5,18
45,43,2/1/06,27-162,LAL,@,IND,L (-26),1,35:26:00,8,24,0.333,2,8,0.25,8,9,0.889,0,5,5,2,4,1,1,3,26,17.4,-22
46,44,2/3/06,27-164,LAL,@,CHA,L (-10),1,41:03:00,12,18,0.667,2,7,0.286,9,9,1,0,9,9,5,4,0,7,2,35,29.6,-8
47,45,2/4/06,27-165,LAL,@,NOK,L (-16),1,37:42:00,13,26,0.5,5,11,0.455,4,5,0.8,0,6,6,5,0,0,7,5,35,17.9,-9
48,46,2/7/06,27-168,LAL,@,DAL,L (-15),1,42:22:00,5,22,0.227,3,11,0.273,11,13,0.846,0,4,4,4,3,0,4,4,24,11.2,-4
49,47,2/8/06,27-169,LAL,@,HOU,W (+11),1,45:15:00,13,29,0.448,2,8,0.25,4,5,0.8,0,3,3,9,6,1,0,1,32,30,18
50,48,2/11/06,27-172,LAL,,MEM,L (-1),1,45:33:00,10,28,0.357,1,8,0.125,5,7,0.714,0,4,4,4,2,2,4,3,26,11.8,-4
51,49,2/13/06,27-174,LAL,,UTA,W (+6),1,36:02:00,6,20,0.3,3,8,0.375,8,8,1,0,4,4,3,7,0,0,2,23,20.9,2
52,50,2/15/06,27-176,LAL,,ATL,L (-4),1,46:44:00,14,28,0.5,5,14,0.357,6,12,0.5,2,1,3,9,2,0,4,3,39,27.4,0
53,51,2/21/06,27-182,LAL,,POR,W (+17),1,42:23:00,11,19,0.579,5,8,0.625,0,1,0,0,6,6,4,5,1,2,2,27,25.2,18
54,52,2/23/06,27-184,LAL,,SAC,W (+21),1,36:26:00,14,27,0.519,4,7,0.571,4,4,1,0,6,6,10,2,0,1,4,36,30.9,29
55,53,2/24/06,27-185,LAL,@,LAC,L (-19),1,43:36:00,12,29,0.414,5,11,0.455,10,12,0.833,0,4,4,8,2,0,5,3,39,25.3,-16
56,54,2/26/06,27-187,LAL,,BOS,L (-1),1,40:02:00,11,23,0.478,3,8,0.375,15,17,0.882,1,7,8,6,1,0,3,5,40,30.5,-7
57,55,2/28/06,27-189,LAL,,ORL,W (+15),1,43:53:00,11,20,0.55,4,9,0.444,2,2,1,1,3,4,8,3,0,2,2,28,25.8,17
58,56,3/1/06,27-190,LAL,@,POR,L (-6),1,41:25:00,10,27,0.37,0,6,0,15,15,1,0,6,6,5,2,0,4,3,35,22.2,-8
59,57,3/3/06,27-192,LAL,@,GSW,W (+12),1,41:54:00,11,29,0.379,4,8,0.5,16,18,0.889,0,4,4,5,3,0,6,3,42,25.8,23
60,58,3/4/06,27-193,LAL,,DET,W (+11),1,36:10:00,13,26,0.5,1,3,0.333,13,13,1,0,5,5,4,0,0,2,3,40,28.1,14
61,59,3/6/06,27-195,LAL,,SAS,L (-7),1,40:56:00,17,32,0.531,3,8,0.375,6,6,1,0,6,6,3,0,0,2,2,43,28.5,-4
62,60,3/8/06,27-197,LAL,@,NOK,W (+6),1,43:56:00,12,33,0.364,2,6,0.333,14,16,0.875,4,2,6,1,3,1,2,2,40,25.9,9
63,61,3/10/06,27-199,LAL,@,SAS,W (+8),1,43:13:00,11,29,0.379,1,5,0.2,6,7,0.857,0,4,4,4,2,0,2,1,29,16.3,7
64,62,3/12/06,27-201,LAL,,SEA,L (-7),1,43:44:00,8,29,0.276,2,13,0.154,4,5,0.8,1,4,5,7,2,0,5,2,22,7.5,0
65,63,3/14/06,27-203,LAL,@,SAC,L (-16),1,44:48:00,12,28,0.429,4,8,0.5,2,3,0.667,2,5,7,7,1,1,3,3,30,20.1,-8
66,64,3/15/06,27-204,LAL,,MIN,W (+3),1,42:28:00,12,25,0.48,0,3,0,1,1,1,0,1,1,3,1,1,2,1,25,14,-2
67,65,3/17/06,27-206,LAL,@,NJN,L (-3),1,44:52:00,9,24,0.375,2,8,0.25,4,4,1,0,2,2,11,1,1,7,5,24,11.8,-4
68,66,3/19/06,27-208,LAL,@,CLE,L (-1),1,45:00:00,15,33,0.455,1,4,0.25,7,7,1,0,6,6,5,3,1,3,4,38,25.3,2
69,67,3/20/06,27-209,LAL,@,BOS,W (+8),1,40:37:00,18,39,0.462,0,5,0,7,10,0.7,2,3,5,4,5,0,2,3,43,28.6,6
70,68,3/22/06,27-211,LAL,,SAC,W (+7),1,40:40:00,11,20,0.55,2,3,0.667,4,6,0.667,0,5,5,4,3,0,4,2,28,20.1,9
71,69,3/24/06,27-213,LAL,,MIL,W (+5),1,43:37:00,12,26,0.462,5,10,0.5,14,14,1,0,5,5,2,0,0,4,2,43,27.7,14
72,70,3/26/06,27-215,LAL,,NOK,W (+11),1,40:44:00,10,19,0.526,1,3,0.333,9,11,0.818,0,5,5,2,3,0,4,3,30,20.6,10
73,71,3/30/06,27-219,LAL,,SAS,L (-11),1,37:04:00,9,26,0.346,0,6,0,5,5,1,1,6,7,2,1,1,6,3,23,6.8,-24
74,72,3/31/06,27-220,LAL,@,SEA,W (+13),1,46:03:00,17,38,0.447,1,4,0.25,8,8,1,1,4,5,4,1,1,6,3,43,22.4,15
75,73,4/2/06,27-222,LAL,,HOU,W (+16),1,35:57:00,19,32,0.594,3,5,0.6,2,2,1,1,2,3,6,1,0,2,3,43,31.5,14
76,74,4/6/06,27-226,LAL,@,DEN,L (-2),1,45:45:00,13,32,0.406,3,7,0.429,13,14,0.929,3,5,8,1,0,0,3,5,42,23.7,-5
77,75,4/7/06,27-227,LAL,@,PHO,L (-11),1,42:16:00,19,33,0.576,5,11,0.455,8,10,0.8,0,5,5,3,1,0,2,3,51,36.1,-6
78,76,4/9/06,27-229,LAL,,LAC,W (+17),1,47:21:00,14,27,0.519,3,7,0.429,7,9,0.778,0,5,5,5,3,0,4,4,38,26.3,16
79,77,4/11/06,27-231,LAL,,GSW,W (+11),1,34:15:00,10,22,0.455,2,8,0.25,9,14,0.643,1,3,4,5,2,0,1,4,31,22.1,24
80,78,4/14/06,27-234,LAL,,POR,W (+11),1,43:50:00,17,28,0.607,5,10,0.5,11,14,0.786,1,5,6,1,5,0,3,4,50,39.3,19
81,79,4/16/06,27-236,LAL,,PHO,W (+20),1,38:36:00,11,28,0.393,1,5,0.2,20,23,0.87,2,6,8,5,3,0,1,2,43,34.5,9
82,80,4/19/06,27-239,LAL,,NOK,W (+20),1,29:05:00,13,26,0.5,4,10,0.4,5,5,1,1,4,5,3,3,0,1,2,35,27.2,30
