Rk,G,Date,Age,Tm,,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
67,67,3/20/03,24-209,LAL,@,SAC,L (-8),1,45:03:00,11,30,0.367,1,5,0.2,11,15,0.733,5,8,13,3,0,0,2,1,34,21.4,-10
68,68,3/21/03,24-210,LAL,,BOS,W (+8),1,30:40:00,5,11,0.455,0,2,0,3,3,1,0,3,3,7,1,1,2,4,13,11.2,5
69,69,3/23/03,24-212,LAL,@,SAS,L (-9),1,40:21:00,11,30,0.367,1,6,0.167,8,10,0.8,0,9,9,0,3,0,3,4,31,14.7,-19
70,70,3/25/03,24-214,LAL,@,ATL,W (+17),1,38:02:00,11,21,0.524,4,6,0.667,2,2,1,0,10,10,6,3,0,2,1,28,25.5,22
71,71,3/26/03,24-215,LAL,@,HOU,W (+3),1,44:16:00,10,22,0.455,0,1,0,11,12,0.917,1,8,9,5,1,0,5,2,31,21,7
72,72,3/28/03,24-217,LAL,,WAS,W (+14),1,41:23:00,15,29,0.517,9,13,0.692,16,18,0.889,0,5,5,3,3,0,3,5,55,41.5,21
73,73,3/30/03,24-219,LAL,@,SEA,L (-21),1,37:05:00,5,13,0.385,4,8,0.5,0,0,,1,1,2,5,3,0,4,4,14,8.8,-21
74,74,3/31/03,24-220,LAL,,MEM,W (+16),1,40:59:00,10,23,0.435,3,5,0.6,6,6,1,1,4,5,8,6,1,4,3,29,25.9,17
75,75,4/3/03,24-223,LAL,@,DAL,W (+11),1,44:15:00,7,21,0.333,0,4,0,5,7,0.714,1,7,8,6,3,1,3,4,19,12.4,17
76,76,4/4/03,24-224,LAL,@,MEM,W (+1),1,40:09:00,7,15,0.467,3,5,0.6,4,4,1,0,7,7,6,1,0,5,3,21,14.4,-13
77,77,4/6/03,24-226,LAL,,PHO,W (+2),1,48:41:00,10,25,0.4,1,6,0.167,5,5,1,0,8,8,7,2,2,7,2,26,15.4,3
78,78,4/8/03,24-228,LAL,,DAL,W (+9),1,39:45:00,4,16,0.25,1,4,0.25,5,7,0.714,0,8,8,4,2,0,3,4,14,6.2,10
79,79,4/10/03,24-230,LAL,,SAC,W (+13),1,45:47:00,13,31,0.419,0,4,0,8,8,1,4,3,7,6,4,0,0,3,34,28.2,3
80,80,4/13/03,24-233,LAL,@,POR,L (-2),1,41:43:00,11,19,0.579,1,2,0.5,13,14,0.929,1,5,6,7,1,0,4,4,36,29.2,6
81,81,4/15/03,24-235,LAL,,DEN,W (+22),1,25:53:00,8,16,0.5,3,6,0.5,13,14,0.929,2,6,8,4,2,1,2,1,32,29.9,20
82,82,4/16/03,24-236,LAL,@,GSW,W (+6),1,42:14:00,16,28,0.571,3,7,0.429,9,10,0.9,1,5,6,4,0,0,3,1,44,32,16
