Rk,G,Date,Age,Tm,,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
26,26,12/20/09,31-119,LAL,@,DET,W (+12),1,38:54:00,11,23,0.478,1,4,0.25,5,8,0.625,1,2,3,4,5,0,2,2,28,21.4,19
27,27,12/22/09,31-121,LAL,,OKC,W (+3),1,43:46:00,14,26,0.538,0,3,0,12,14,0.857,1,7,8,6,2,0,5,5,40,28.6,5
28,28,12/25/09,31-124,LAL,,CLE,L (-15),1,45:08:00,11,33,0.333,1,3,0.333,12,12,1,3,7,10,8,1,1,4,3,35,22.6,-18
29,29,12/26/09,31-125,LAL,@,SAC,W (+9),1,50:59:00,16,30,0.533,4,8,0.5,2,2,1,1,6,7,4,4,0,5,4,38,26.1,9
30,30,12/28/09,31-127,LAL,@,PHO,L (-15),1,36:10:00,14,26,0.538,1,5,0.2,5,6,0.833,0,7,7,2,0,0,1,0,34,23.5,-7
31,31,12/29/09,31-128,LAL,,GSW,W (+6),1,42:52:00,13,27,0.481,2,6,0.333,16,16,1,1,3,4,11,1,0,1,2,44,38.8,7
32,32,1/1/10,31-131,LAL,,SAC,W (+1),1,47:15:00,13,27,0.481,5,7,0.714,8,11,0.727,0,5,5,5,1,0,3,3,39,25.9,1
33,33,1/3/10,31-133,LAL,,DAL,W (+35),1,32:04:00,6,12,0.5,1,4,0.25,2,2,1,0,3,3,8,0,1,4,2,15,11.4,39
34,34,1/5/10,31-135,LAL,,HOU,W (+9),1,42:55:00,9,23,0.391,1,1,1,3,4,0.75,0,3,3,3,1,1,4,4,22,8.2,14
35,35,1/6/10,31-136,LAL,@,LAC,L (-11),1,40:21:00,10,30,0.333,2,7,0.286,11,15,0.733,1,2,3,8,3,0,2,0,33,22.3,-15
36,36,1/8/10,31-138,LAL,@,POR,L (-9),1,40:33:00,14,37,0.378,2,8,0.25,2,4,0.5,3,4,7,7,0,1,5,4,32,13.2,-5
37,37,1/10/10,31-140,LAL,,MIL,W (+18),1,28:30:00,4,21,0.19,0,3,0,4,6,0.667,2,3,5,1,2,0,1,4,12,0.5,14
38,38,1/12/10,31-142,LAL,@,SAS,L (-20),1,32:18:00,7,10,0.7,1,1,1,1,1,1,0,1,1,3,0,0,3,0,16,11.2,-6
39,39,1/13/10,31-143,LAL,@,DAL,W (+5),1,35:00:00,5,11,0.455,0,2,0,0,0,,0,2,2,1,1,0,0,2,10,5.8,4
40,40,1/15/10,31-145,LAL,,LAC,W (+40),1,37:11:00,10,20,0.5,4,7,0.571,6,8,0.75,0,2,2,3,1,0,1,2,30,21.1,41
41,41,1/18/10,31-148,LAL,,ORL,W (+6),1,44:24:00,4,19,0.211,0,3,0,3,4,0.75,0,5,5,7,0,0,2,2,11,2.5,-3
42,42,1/21/10,31-151,LAL,@,CLE,L (-6),1,39:57:00,12,31,0.387,2,6,0.333,5,8,0.625,1,1,2,4,0,0,3,2,31,12.9,-8
43,43,1/22/10,31-152,LAL,@,NYK,W (+10),1,42:06:00,8,24,0.333,3,9,0.333,8,8,1,0,5,5,6,1,0,3,4,27,15.5,8
44,44,1/24/10,31-154,LAL,@,TOR,L (-1),1,40:04:00,11,24,0.458,1,6,0.167,4,4,1,3,13,16,9,1,1,4,1,27,24.2,0
45,45,1/26/10,31-156,LAL,@,WAS,W (+12),1,37:16:00,8,15,0.533,2,7,0.286,8,9,0.889,0,4,4,8,1,0,6,2,26,19.3,13
46,46,1/27/10,31-157,LAL,@,IND,W (+22),1,34:57:00,10,15,0.667,3,4,0.75,6,8,0.75,2,7,9,7,1,1,1,1,29,30.4,15
47,47,1/29/10,31-159,LAL,@,PHI,W (+8),1,39:50:00,10,22,0.455,0,4,0,4,6,0.667,1,3,4,3,4,2,3,3,24,16.7,4
48,48,1/31/10,31-161,LAL,@,BOS,W (+1),1,44:58:00,8,20,0.4,1,3,0.333,2,4,0.5,0,3,3,6,0,0,4,1,19,8.1,6
49,49,2/1/10,31-162,LAL,@,MEM,L (-2),1,40:10:00,16,28,0.571,4,7,0.571,8,13,0.615,0,3,3,3,0,0,3,1,44,28.4,5
50,50,2/3/10,31-164,LAL,,CHA,W (+2),1,36:51:00,2,12,0.167,1,5,0.2,0,2,0,0,2,2,6,2,0,0,4,5,1.8,1
51,51,2/5/10,31-166,LAL,,DEN,L (-13),1,39:16:00,11,22,0.5,4,8,0.5,7,8,0.875,0,9,9,0,1,0,5,4,33,18.7,4
52,,2/6/10,31-167,LAL,@,POR,W (+17),Inactive,,,,,,,,,,,,,,,,,,,,,
53,,2/8/10,31-169,LAL,,SAS,W (+12),Inactive,,,,,,,,,,,,,,,,,,,,,
54,,2/10/10,31-171,LAL,@,UTA,W (+15),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
55,,2/16/10,31-177,LAL,,GSW,W (+10),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
56,,2/18/10,31-179,LAL,,BOS,L (-1),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
57,52,2/23/10,31-184,LAL,@,MEM,W (+1),1,40:01:00,13,19,0.684,3,4,0.75,3,3,1,0,7,7,6,3,2,2,2,32,31.8,3
58,53,2/24/10,31-185,LAL,@,DAL,L (-5),1,39:42:00,9,23,0.391,0,3,0,2,2,1,1,4,5,2,2,0,2,4,20,9.2,-3
59,54,2/26/10,31-187,LAL,,PHI,W (+9),1,42:14:00,7,16,0.438,0,1,0,5,6,0.833,1,3,4,8,2,0,3,2,19,15.6,9
60,55,2/28/10,31-189,LAL,,DEN,W (+6),1,42:58:00,3,17,0.176,0,2,0,8,8,1,1,4,5,12,3,2,5,1,14,12.6,11
61,56,3/2/10,31-191,LAL,,IND,W (+23),1,30:27:00,5,14,0.357,0,4,0,14,15,0.933,0,4,4,6,2,0,3,1,24,19.8,18
62,57,3/4/10,31-193,LAL,@,MIA,L (-3),1,45:46:00,15,28,0.536,2,7,0.286,7,10,0.7,0,2,2,4,1,1,2,3,39,26.1,3
63,58,3/5/10,31-194,LAL,@,CHA,L (-15),1,41:55:00,9,21,0.429,0,4,0,8,9,0.889,2,3,5,2,0,0,3,4,26,13.6,-14
64,59,3/7/10,31-196,LAL,@,ORL,L (-2),1,40:17:00,12,30,0.4,2,5,0.4,8,8,1,2,5,7,7,3,0,1,3,34,26.4,-2
65,60,3/9/10,31-198,LAL,,TOR,W (+2),1,37:20:00,11,20,0.55,0,1,0,10,11,0.909,1,5,6,6,1,0,4,4,32,23.8,3
66,61,3/12/10,31-201,LAL,@,PHO,W (+6),1,42:20:00,7,16,0.438,1,5,0.2,6,9,0.667,1,9,10,8,1,0,7,2,21,13.6,15
67,62,3/15/10,31-204,LAL,@,GSW,W (+3),1,39:54:00,9,18,0.5,2,4,0.5,9,11,0.818,1,2,3,4,2,0,9,2,29,15.5,8
68,63,3/16/10,31-205,LAL,@,SAC,W (+7),1,41:18:00,10,26,0.385,2,5,0.4,8,14,0.571,3,6,9,7,0,0,3,2,30,18.4,15
69,64,3/19/10,31-208,LAL,,MIN,W (+8),1,33:53:00,4,11,0.364,1,5,0.2,13,14,0.929,0,4,4,13,4,0,5,3,22,23.6,9
70,65,3/21/10,31-210,LAL,,WAS,W (+7),1,39:47:00,10,17,0.588,4,7,0.571,0,0,,0,3,3,4,0,0,3,2,24,16,16
71,66,3/24/10,31-213,LAL,@,SAS,W (+9),1,42:07:00,11,16,0.688,2,2,1,0,0,,1,3,4,6,0,0,3,1,24,19.6,-3
72,67,3/26/10,31-215,LAL,@,OKC,L (-16),1,30:01:00,4,11,0.364,0,2,0,3,3,1,1,5,6,3,1,0,9,4,11,-0.4,-22
73,68,3/27/10,31-216,LAL,@,HOU,W (+8),1,36:10:00,7,14,0.5,1,2,0.5,2,3,0.667,1,8,9,9,1,0,5,2,17,14.2,17
74,69,3/29/10,31-218,LAL,@,NOH,L (-8),1,41:27:00,10,18,0.556,2,5,0.4,9,11,0.818,2,3,5,6,1,0,3,5,31,24.1,-9
75,70,3/31/10,31-220,LAL,@,ATL,L (-17),1,41:38:00,12,21,0.571,2,3,0.667,2,6,0.333,0,3,3,4,0,0,2,2,28,17.4,-15
76,71,4/2/10,31-222,LAL,,UTA,W (+14),1,36:57:00,5,23,0.217,0,4,0,15,18,0.833,3,3,6,3,1,0,2,5,25,11.8,20
77,72,4/4/10,31-224,LAL,,SAS,L (-19),1,41:13:00,8,24,0.333,2,6,0.333,4,6,0.667,3,5,8,6,0,0,4,3,22,10.2,-17
78,,4/8/10,31-228,LAL,@,DEN,L (-2),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
79,,4/9/10,31-229,LAL,@,MIN,W (+9),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
80,73,4/11/10,31-231,LAL,,POR,L (-3),1,40:07:00,8,23,0.348,3,6,0.5,1,3,0.333,0,4,4,2,0,0,1,1,20,7.5,-3
81,,4/13/10,31-233,LAL,,SAC,W (+6),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
82,,4/14/10,31-234,LAL,@,LAC,L (-16),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
