Rk,G,Date,Age,Tm,,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
18,18,11/30/10,32-099,LAL,@,MEM,L (-2),1,37:02:00,9,25,0.36,1,6,0.167,10,12,0.833,4,3,7,5,1,0,3,2,29,18.7,1
19,19,12/1/10,32-100,LAL,@,HOU,L (-10),1,31:18:00,10,24,0.417,0,3,0,7,7,1,2,2,4,4,4,0,2,4,27,19.4,-20
20,20,12/3/10,32-102,LAL,,SAC,W (+33),1,26:32:00,9,18,0.5,0,0,,4,8,0.5,1,2,3,4,2,0,1,1,22,16.1,19
21,21,12/7/10,32-106,LAL,,WAS,W (+7),1,35:09:00,12,23,0.522,1,6,0.167,7,9,0.778,3,2,5,3,2,0,4,2,32,21.9,20
22,22,12/8/10,32-107,LAL,@,LAC,W (+1),1,30:41:00,9,15,0.6,1,2,0.5,5,7,0.714,0,2,2,4,1,0,4,0,24,16.7,-3
23,23,12/10/10,32-109,LAL,@,CHI,L (-4),1,37:47:00,9,23,0.391,1,4,0.25,4,6,0.667,0,5,5,7,3,1,1,3,23,17.6,-5
24,24,12/12/10,32-111,LAL,@,NJN,W (+7),1,35:10:00,9,19,0.474,3,6,0.5,11,13,0.846,0,4,4,6,4,0,6,3,32,23.7,5
25,25,12/14/10,32-113,LAL,@,WAS,W (+14),1,23:47,7,13,0.538,4,6,0.667,6,10,0.6,0,5,5,4,1,0,1,3,24,19.2,6
26,26,12/15/10,32-114,LAL,@,IND,W (+15),1,34:18:00,11,18,0.611,4,8,0.5,5,5,1,0,3,3,6,0,0,0,3,31,26.7,16
27,27,12/17/10,32-116,LAL,@,PHI,W (+12),1,35:58:00,3,11,0.273,0,3,0,3,3,1,0,4,4,4,2,0,3,1,9,5.1,-1
28,28,12/19/10,32-118,LAL,@,TOR,W (+10),1,28:19:00,6,12,0.5,0,2,0,8,9,0.889,1,2,3,4,0,0,2,3,20,14.5,3
29,29,12/21/10,32-120,LAL,,MIL,L (-19),1,31:39:00,9,16,0.563,0,2,0,3,3,1,1,2,3,2,1,0,4,1,21,12.7,-22
30,30,12/25/10,32-124,LAL,,MIA,L (-16),1,40:05:00,6,16,0.375,1,3,0.333,4,5,0.8,1,5,6,7,1,0,4,5,17,9.9,-21
31,31,12/28/10,32-127,LAL,@,SAS,L (-15),1,30:54:00,8,27,0.296,3,7,0.429,2,2,1,1,4,5,1,1,0,5,2,21,3.1,-15
32,32,12/29/10,32-128,LAL,@,NOH,W (+15),1,27:54:00,8,14,0.571,0,3,0,4,7,0.571,0,3,3,4,2,0,7,5,20,8.9,9
33,33,12/31/10,32-130,LAL,,PHI,W (+4),1,35:02:00,13,24,0.542,1,3,0.333,6,8,0.75,1,3,4,2,2,0,4,1,33,21.2,11
34,34,1/2/11,32-132,LAL,,MEM,L (-19),1,30:48:00,10,22,0.455,1,7,0.143,7,8,0.875,0,2,2,2,2,0,3,2,28,16.4,-10
35,35,1/4/11,32-134,LAL,,DET,W (+25),1,29:48:00,6,18,0.333,0,1,0,5,8,0.625,2,5,7,8,1,0,1,3,17,12.9,15
36,36,1/5/11,32-135,LAL,@,PHO,W (+4),1,35:35:00,9,17,0.529,2,6,0.333,4,6,0.667,2,5,7,5,1,0,3,0,24,19.3,4
37,37,1/7/11,32-137,LAL,,NOH,W (+4),1,39:29:00,10,19,0.526,1,4,0.25,4,5,0.8,0,1,1,4,1,0,0,2,25,18.6,1
38,38,1/9/11,32-139,LAL,,NYK,W (+22),1,35:39:00,10,28,0.357,3,6,0.5,4,4,1,0,10,10,5,0,0,4,2,27,13.1,26
39,39,1/11/11,32-141,LAL,,CLE,W (+55),1,24:38:00,5,10,0.5,1,2,0.5,2,2,1,0,5,5,8,2,0,0,2,13,16.3,46
40,40,1/12/11,32-142,LAL,@,GSW,W (+5),1,36:27:00,13,21,0.619,2,5,0.4,11,11,1,1,5,6,4,3,0,6,1,39,31.1,-2
41,41,1/14/11,32-144,LAL,,NJN,W (+12),1,35:50:00,10,19,0.526,0,1,0,7,9,0.778,1,3,4,4,0,0,0,2,27,20.5,13
42,42,1/16/11,32-146,LAL,@,LAC,L (-7),1,36:37:00,8,17,0.471,1,7,0.143,10,13,0.769,2,7,9,5,2,0,3,0,27,23.1,-19
43,43,1/17/11,32-147,LAL,,OKC,W (+7),1,33:11:00,7,12,0.583,1,1,1,6,11,0.545,3,2,5,7,1,0,5,2,21,16.2,11
44,44,1/19/11,32-149,LAL,@,DAL,L (-9),1,35:33:00,10,18,0.556,0,2,0,1,2,0.5,1,3,4,10,0,0,3,1,21,17.2,-3
45,45,1/21/11,32-151,LAL,@,DEN,W (+10),1,32:32:00,8,15,0.533,0,2,0,2,3,0.667,1,5,6,7,1,0,1,1,18,17,-2
46,46,1/25/11,32-155,LAL,,UTA,W (+29),1,26:05:00,7,11,0.636,0,2,0,7,8,0.875,0,1,1,6,2,0,3,2,21,18.4,21
47,47,1/28/11,32-158,LAL,,SAC,L (-5),1,38:51:00,13,27,0.481,2,8,0.25,10,12,0.833,0,4,4,7,3,0,4,2,38,27.8,2
48,48,1/30/11,32-160,LAL,,BOS,L (-13),1,38:18:00,16,29,0.552,3,5,0.6,6,7,0.857,0,3,3,0,0,0,2,5,41,23.6,-9
49,49,2/1/11,32-162,LAL,,HOU,W (+8),1,45:08:00,13,25,0.52,0,3,0,6,7,0.857,1,5,6,11,1,0,4,2,32,25.4,2
50,50,2/3/11,32-164,LAL,,SAS,L (-1),1,35:13:00,5,18,0.278,0,3,0,6,6,1,2,7,9,10,0,0,3,3,16,11.7,-3
51,51,2/5/11,32-166,LAL,@,NOH,W (+6),1,43:09:00,10,22,0.455,4,5,0.8,8,8,1,2,7,9,5,0,1,1,3,32,26.1,11
52,52,2/7/11,32-168,LAL,@,MEM,W (+9),1,37:41:00,6,17,0.353,0,1,0,7,7,1,1,6,7,6,2,0,6,1,19,11.8,-4
53,53,2/10/11,32-171,LAL,@,BOS,W (+6),1,37:59:00,9,17,0.529,0,1,0,5,6,0.833,1,4,5,4,0,1,3,3,23,15.5,12
54,54,2/11/11,32-172,LAL,@,NYK,W (+17),1,28:55:00,12,17,0.706,4,7,0.571,5,8,0.625,4,6,10,2,0,0,5,2,33,24.9,4
55,55,2/13/11,32-174,LAL,@,ORL,L (-14),1,33:12:00,8,18,0.444,1,4,0.25,0,0,,1,3,4,5,1,0,2,0,17,11.7,-16
56,56,2/14/11,32-175,LAL,@,CHA,L (-20),1,34:36:00,8,20,0.4,1,4,0.25,3,4,0.75,2,3,5,2,0,1,5,5,20,6.2,-16
57,57,2/16/11,32-177,LAL,@,CLE,L (-5),1,38:30:00,8,24,0.333,1,6,0.167,0,0,,1,11,12,2,0,1,7,4,17,0.9,5
58,58,2/22/11,32-183,LAL,,ATL,W (+24),1,26:29:00,5,11,0.455,2,4,0.5,8,8,1,0,3,3,5,2,0,1,3,20,18.5,28
59,59,2/23/11,32-184,LAL,@,POR,W (+5),1,45:18:00,14,31,0.452,3,6,0.5,6,7,0.857,1,8,9,6,3,0,3,4,37,26.2,8
60,60,2/25/11,32-186,LAL,,LAC,W (+13),1,26:59:00,10,16,0.625,2,5,0.4,2,3,0.667,0,2,2,5,0,0,1,1,24,19.1,20
61,61,2/27/11,32-188,LAL,@,OKC,W (+3),1,36:53:00,8,22,0.364,1,6,0.167,0,0,,0,2,2,7,1,0,4,3,17,6.1,1
62,62,3/1/11,32-190,LAL,@,MIN,W (+11),1,31:39:00,8,18,0.444,1,4,0.25,7,8,0.875,0,4,4,3,0,0,3,2,24,13.7,4
63,63,3/4/11,32-193,LAL,,CHA,W (+8),1,30:48:00,10,25,0.4,2,5,0.4,5,6,0.833,0,2,2,3,0,0,3,2,27,12,14
64,64,3/6/11,32-195,LAL,@,SAS,W (+16),1,31:18:00,12,25,0.48,1,3,0.333,1,1,1,3,4,7,5,1,0,1,2,26,19.3,28
65,65,3/8/11,32-197,LAL,@,ATL,W (+14),1,32:03:00,8,18,0.444,1,4,0.25,9,11,0.818,1,5,6,4,1,1,1,0,26,21.5,22
66,66,3/10/11,32-199,LAL,@,MIA,L (-6),1,39:31:00,8,21,0.381,4,8,0.5,4,5,0.8,0,2,2,2,1,0,3,3,24,10.9,4
67,67,3/12/11,32-201,LAL,@,DAL,W (+5),1,32:56:00,6,20,0.3,0,3,0,4,4,1,2,3,5,4,3,0,2,1,16,10.1,-2
68,68,3/14/11,32-203,LAL,,ORL,W (+13),1,30:53:00,7,19,0.368,0,1,0,2,2,1,1,4,5,4,1,0,1,1,16,9.8,7
69,69,3/18/11,32-207,LAL,,MIN,W (+8),1,28:21:00,6,17,0.353,2,5,0.4,4,5,0.8,0,4,4,5,1,0,4,2,18,9,13
70,70,3/20/11,32-209,LAL,,POR,W (+4),1,32:41:00,9,20,0.45,2,7,0.286,2,2,1,0,4,4,3,1,1,3,1,22,13.2,3
71,71,3/22/11,32-211,LAL,,PHO,W (+2),1,48:00:00,15,31,0.484,3,5,0.6,9,11,0.818,2,10,12,9,1,0,3,1,42,33.8,15
72,72,3/25/11,32-214,LAL,,LAC,W (+8),1,34:41:00,11,21,0.524,1,5,0.2,14,17,0.824,1,3,4,6,2,0,4,1,37,28.9,20
73,73,3/27/11,32-216,LAL,,NOH,W (+18),1,35:35:00,11,25,0.44,1,6,0.167,7,8,0.875,1,2,3,5,2,0,0,2,30,22.5,21
74,74,3/31/11,32-220,LAL,,DAL,W (+28),1,30:16:00,8,21,0.381,1,5,0.2,11,15,0.733,1,4,5,4,2,0,4,1,28,17.2,15
75,75,4/1/11,32-221,LAL,@,UTA,W (+11),1,30:39:00,6,14,0.429,2,4,0.5,7,10,0.7,0,5,5,4,0,0,1,1,21,15.3,4
76,76,4/3/11,32-223,LAL,,DEN,L (-5),1,37:42:00,10,27,0.37,0,4,0,8,9,0.889,1,3,4,4,3,0,2,1,28,17.7,3
77,77,4/5/11,32-225,LAL,,UTA,L (-1),1,33:33:00,6,18,0.333,2,6,0.333,6,6,1,1,2,3,5,0,0,7,5,20,5.6,0
78,78,4/6/11,32-226,LAL,@,GSW,L (-8),1,31:55:00,10,20,0.5,1,5,0.2,4,6,0.667,0,2,2,2,4,0,3,1,25,16.8,2
79,79,4/8/11,32-228,LAL,@,POR,L (-7),1,31:57:00,10,25,0.4,4,8,0.5,0,3,0,1,1,2,4,0,0,3,2,24,9.3,-25
80,80,4/10/11,32-230,LAL,,OKC,L (-14),1,31:16:00,10,19,0.526,2,4,0.5,9,10,0.9,2,2,4,4,3,1,4,3,31,24.6,-12
81,81,4/12/11,32-232,LAL,,SAS,W (+9),1,36:34:00,8,21,0.381,2,6,0.333,9,9,1,2,4,6,4,0,0,4,5,27,14.9,10
82,82,4/13/11,32-233,LAL,@,SAC,W (+8),1,38:11:00,13,24,0.542,1,2,0.5,9,10,0.9,2,7,9,6,1,1,2,1,36,31,3
