Rk,G,Date,Age,Tm,,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
73,,3/30/01,22-219,LAL,,DAL,W (+9),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
74,64,4/1/01,22-221,LAL,,NYK,L (-1),1,11:23,0,4,0,0,2,0,0,0,,0,0,0,2,0,0,0,2,0,-2.2,7
75,,4/3/01,22-223,LAL,@,UTA,W (+8),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
76,,4/5/01,22-225,LAL,@,CHI,W (+12),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
77,,4/6/01,22-226,LAL,@,BOS,W (+4),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
78,,4/8/01,22-228,LAL,@,MIN,W (+5),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
79,65,4/10/01,22-230,LAL,,PHO,W (+26),1,34:56:00,7,14,0.5,0,1,0,6,8,0.75,1,2,3,4,6,0,1,3,20,20.1,14
80,66,4/12/01,22-232,LAL,,MIN,W (+17),1,37:25:00,14,24,0.583,0,0,,2,3,0.667,0,5,5,9,1,0,1,2,30,25.4,20
81,67,4/15/01,22-235,LAL,,POR,W (+5),1,45:00:00,9,21,0.429,0,2,0,7,10,0.7,0,4,4,7,1,1,1,4,25,17.9,8
82,68,4/17/01,22-237,LAL,,DEN,W (+17),1,33:15:00,7,13,0.538,1,2,0.5,11,13,0.846,0,5,5,5,2,0,2,2,26,23.1,6
