Rk,G,Date,Age,Tm,,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
46,46,1/30/13,34-160,LAL,@,PHO,L (-6),1,38:40:00,7,17,0.412,0,3,0,3,4,0.75,0,5,5,9,2,0,6,0,17,11.3,-8
47,47,2/1/13,34-162,LAL,@,MIN,W (+11),1,38:30:00,4,13,0.308,1,4,0.25,8,10,0.8,2,10,12,8,0,0,4,2,17,13.9,-3
48,48,2/3/13,34-164,LAL,@,DET,W (+1),1,37:05:00,8,20,0.4,0,3,0,2,3,0.667,0,3,3,5,2,0,3,0,18,10.2,1
49,49,2/5/13,34-166,LAL,@,BRK,W (+9),1,37:16:00,9,24,0.375,0,2,0,3,3,1,1,7,8,4,4,1,5,1,21,12.7,5
50,50,2/7/13,34-168,LAL,@,BOS,L (-21),1,29:41:00,9,15,0.6,0,1,0,9,9,1,3,4,7,0,0,0,4,2,27,18.6,-20
51,51,2/8/13,34-169,LAL,@,CHA,W (+7),1,37:33:00,6,15,0.4,0,2,0,8,8,1,0,7,7,8,0,1,3,0,20,17.3,-2
52,52,2/10/13,34-171,LAL,@,MIA,L (-10),1,37:03:00,11,19,0.579,0,0,,6,8,0.75,1,5,6,9,1,0,4,2,28,23,-14
53,53,2/12/13,34-173,LAL,,PHO,W (+6),1,35:46:00,1,8,0.125,0,4,0,2,2,1,1,4,5,9,1,1,8,1,4,0.3,-2
54,54,2/14/13,34-175,LAL,,LAC,L (-24),1,38:39:00,7,13,0.538,0,0,,6,6,1,3,2,5,11,0,0,6,2,20,17.3,-35
55,55,2/20/13,34-181,LAL,,BOS,W (+14),1,32:49:00,5,15,0.333,0,4,0,6,7,0.857,1,3,4,7,0,0,3,5,16,8.6,11
56,56,2/22/13,34-183,LAL,,POR,W (+4),1,35:51:00,15,23,0.652,1,3,0.333,9,9,1,2,5,7,4,2,0,5,1,40,32.2,2
57,57,2/24/13,34-185,LAL,@,DAL,W (+4),1,38:16:00,13,21,0.619,4,5,0.8,8,10,0.8,1,11,12,7,0,1,5,2,38,31.5,7
58,58,2/25/13,34-186,LAL,@,DEN,L (-11),1,38:44:00,12,23,0.522,0,1,0,5,6,0.833,0,6,6,9,0,0,4,3,29,20.2,-1
59,59,2/28/13,34-189,LAL,,MIN,W (+22),1,31:33:00,13,22,0.591,4,8,0.5,3,7,0.429,1,4,5,5,2,0,3,1,33,25.2,17
60,60,3/3/13,34-192,LAL,,ATL,W (+1),1,39:00:00,13,27,0.481,2,5,0.4,6,8,0.75,1,5,6,4,2,0,5,1,34,21.1,6
61,61,3/5/13,34-194,LAL,@,OKC,L (-17),1,39:24:00,8,19,0.421,3,7,0.429,11,12,0.917,1,2,3,2,0,0,2,3,30,19,-11
62,62,3/6/13,34-195,LAL,@,NOH,W (+6),1,41:57:00,14,21,0.667,3,7,0.429,11,14,0.786,0,7,7,12,0,1,6,0,42,36.9,16
63,63,3/8/13,34-197,LAL,,TOR,W (+2),1,43:47:00,11,22,0.5,5,10,0.5,14,16,0.875,1,5,6,12,2,0,9,0,41,32.8,0
64,64,3/10/13,34-199,LAL,,CHI,W (+9),1,39:35:00,7,16,0.438,1,4,0.25,4,6,0.667,1,6,7,9,2,0,2,2,19,17.8,16
65,65,3/12/13,34-201,LAL,@,ORL,W (+9),1,36:27:00,4,14,0.286,2,6,0.333,1,2,0.5,1,6,7,8,2,0,3,1,11,9.1,0
66,66,3/13/13,34-202,LAL,@,ATL,L (-4),1,38:12:00,11,33,0.333,2,8,0.25,7,8,0.875,1,6,7,5,2,0,5,1,31,14.5,-3
67,67,3/15/13,34-204,LAL,@,IND,W (+6),1,12:00,0,4,0,0,1,0,0,0,,0,1,1,2,0,0,1,1,0,-2.5,-3
68,,3/17/13,34-206,LAL,,SAC,W (+11),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
69,,3/18/13,34-207,LAL,@,PHO,L (-23),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
70,68,3/22/13,34-211,LAL,,WAS,L (-3),1,37:53:00,8,18,0.444,1,2,0.5,4,7,0.571,1,3,4,11,2,0,6,3,21,14.5,1
71,69,3/25/13,34-214,LAL,@,GSW,L (-6),1,41:54:00,11,27,0.407,2,10,0.2,12,16,0.75,1,7,8,3,0,0,0,1,36,24.4,-1
72,70,3/27/13,34-216,LAL,@,MIN,W (+3),1,37:47:00,12,21,0.571,3,7,0.429,4,6,0.667,0,3,3,7,1,1,6,4,31,20.2,2
73,71,3/28/13,34-217,LAL,@,MIL,L (-10),1,36:28:00,6,17,0.353,0,3,0,18,20,0.9,0,2,2,3,0,0,6,2,30,15.6,-16
74,72,3/30/13,34-219,LAL,@,SAC,W (+5),1,47:37:00,5,18,0.278,0,4,0,9,11,0.818,1,8,9,14,2,0,1,2,19,20.7,5
75,73,4/2/13,34-222,LAL,,DAL,W (+20),1,47:04:00,8,18,0.444,0,3,0,7,8,0.875,1,10,11,11,4,2,4,3,23,24.8,20
76,74,4/5/13,34-225,LAL,,MEM,W (+2),1,42:32:00,10,23,0.435,0,5,0,4,4,1,0,5,5,9,1,0,4,3,24,15.5,6
77,75,4/7/13,34-227,LAL,@,LAC,L (-14),1,47:20:00,6,19,0.316,1,5,0.2,12,14,0.857,1,6,7,10,0,0,4,3,25,17.6,-14
78,76,4/9/13,34-229,LAL,,NOH,W (+8),1,41:06:00,9,18,0.5,2,7,0.286,10,11,0.909,1,5,6,6,5,1,5,2,30,26.9,7
79,77,4/10/13,34-230,LAL,@,POR,W (+7),1,48:00:00,14,27,0.519,1,5,0.2,18,18,1,0,8,8,5,3,4,1,4,47,42.8,7
80,78,4/12/13,34-232,LAL,,GSW,W (+2),1,44:54:00,9,21,0.429,4,8,0.5,12,16,0.75,0,5,5,4,0,0,5,3,34,19.4,0
81,,4/14/13,34-234,LAL,,SAS,W (+5),Inactive,,,,,,,,,,,,,,,,,,,,,
82,,4/17/13,34-237,LAL,,HOU,W (+4),Inactive,,,,,,,,,,,,,,,,,,,,,
