Rk,G,Date,Age,Tm,,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
35,35,1/9/09,30-139,LAL,,IND,W (+2),1,41:56:00,10,20,0.5,1,4,0.25,15,17,0.882,1,6,7,13,1,0,5,3,36,31.6,7
36,36,1/11/09,30-141,LAL,,MIA,W (+3),1,36:44:00,5,14,0.357,2,4,0.5,7,7,1,0,2,2,7,0,0,4,3,19,11.5,11
37,37,1/13/09,30-143,LAL,@,HOU,W (+5),1,42:03:00,13,32,0.406,1,4,0.25,6,9,0.667,1,6,7,4,0,0,2,1,33,17.5,-1
38,38,1/14/09,30-144,LAL,@,SAS,L (-1),1,41:38:00,11,19,0.579,2,3,0.667,5,6,0.833,1,6,7,10,0,1,4,1,29,25.5,-2
39,39,1/16/09,30-146,LAL,,ORL,L (-6),1,41:22:00,10,26,0.385,1,5,0.2,7,8,0.875,2,11,13,11,2,0,6,3,28,20.6,-8
40,40,1/19/09,30-149,LAL,,CLE,W (+17),1,40:44:00,9,22,0.409,1,5,0.2,1,3,0.333,1,5,6,12,1,1,5,1,20,14.3,16
41,41,1/21/09,30-151,LAL,@,LAC,W (+11),1,41:23:00,5,15,0.333,2,7,0.286,6,6,1,2,8,10,12,1,0,4,3,18,17.5,10
42,42,1/22/09,30-152,LAL,,WAS,W (+20),1,28:06:00,4,11,0.364,1,3,0.333,2,2,1,0,4,4,5,0,0,0,2,11,8.8,24
43,43,1/25/09,30-155,LAL,,SAS,W (+14),1,32:19:00,8,17,0.471,2,3,0.667,4,4,1,0,4,4,3,1,1,1,2,22,16.5,11
44,44,1/27/09,30-157,LAL,,CHA,L (-7),1,45:13:00,15,28,0.536,1,3,0.333,7,8,0.875,2,6,8,5,1,0,2,6,38,27.3,2
45,45,1/30/09,30-160,LAL,@,MIN,W (+13),1,34:33:00,12,23,0.522,1,7,0.143,5,6,0.833,2,6,8,5,0,0,2,3,30,21.8,11
46,46,1/31/09,30-161,LAL,@,MEM,W (+17),1,35:03:00,10,20,0.5,0,1,0,5,7,0.714,0,1,1,7,3,0,1,1,25,21,11
47,47,2/2/09,30-163,LAL,@,NYK,W (+9),1,36:48:00,19,31,0.613,3,6,0.5,20,20,1,0,0,0,3,0,1,2,1,61,47.3,19
48,48,2/4/09,30-165,LAL,@,TOR,W (+8),1,37:33:00,13,28,0.464,4,8,0.5,6,8,0.75,1,8,9,5,2,0,0,0,36,29.4,4
49,49,2/5/09,30-166,LAL,@,BOS,W (+1),1,45:06:00,10,29,0.345,4,8,0.5,2,4,0.5,2,8,10,5,1,2,3,2,26,14.8,-3
50,50,2/8/09,30-169,LAL,@,CLE,W (+10),1,34:36:00,8,17,0.471,0,2,0,3,3,1,0,3,3,2,1,0,2,2,19,10.8,4
51,51,2/10/09,30-171,LAL,,OKC,W (+7),1,35:51:00,13,26,0.5,0,3,0,8,8,1,3,4,7,1,0,0,3,1,34,21.6,4
52,52,2/11/09,30-172,LAL,@,UTA,L (-4),1,36:26:00,14,33,0.424,1,7,0.143,8,8,1,2,2,4,4,4,0,4,3,37,23.1,-1
53,53,2/17/09,30-178,LAL,,ATL,W (+13),1,28:40:00,4,12,0.333,2,4,0.5,0,0,,2,2,4,2,0,2,4,0,10,4,18
54,54,2/18/09,30-179,LAL,@,GSW,W (+8),1,36:16:00,9,22,0.409,2,3,0.667,10,12,0.833,1,2,3,9,3,2,2,2,30,26.6,12
55,55,2/20/09,30-181,LAL,,NOH,W (+4),1,44:53:00,13,30,0.433,1,2,0.5,12,12,1,1,4,5,5,1,1,2,2,39,27.5,19
56,56,2/22/09,30-183,LAL,@,MIN,W (+3),1,36:40:00,11,21,0.524,0,2,0,6,7,0.857,0,6,6,7,1,0,6,2,28,18.2,0
57,57,2/24/09,30-185,LAL,@,OKC,W (+14),1,33:47:00,13,21,0.619,0,3,0,10,13,0.769,0,4,4,5,1,0,4,0,36,27,17
58,58,2/26/09,30-187,LAL,,PHO,W (+26),1,26:50:00,10,13,0.769,1,2,0.5,1,2,0.5,1,3,4,8,3,0,1,3,22,24.5,26
59,59,2/27/09,30-188,LAL,@,DEN,L (-11),1,40:02:00,10,31,0.323,0,6,0,9,12,0.75,5,3,8,2,0,1,2,3,29,13.4,4
60,60,3/1/09,30-190,LAL,@,PHO,L (-7),1,39:02:00,18,38,0.474,3,9,0.333,10,10,1,4,7,11,2,1,1,1,5,49,34.6,-11
61,61,3/3/09,30-192,LAL,,MEM,W (+10),1,29:38:00,12,23,0.522,1,5,0.2,6,6,1,0,2,2,2,1,0,0,3,31,21.5,12
62,62,3/6/09,30-195,LAL,,MIN,W (+20),1,27:56:00,8,17,0.471,2,6,0.333,5,5,1,0,2,2,4,1,0,1,1,23,17.3,18
63,63,3/9/09,30-198,LAL,@,POR,L (-17),1,38:58:00,11,29,0.379,2,9,0.222,2,2,1,0,3,3,3,1,1,1,5,26,11.8,-20
64,64,3/11/09,30-200,LAL,@,HOU,W (+6),1,39:36:00,14,23,0.609,2,3,0.667,7,10,0.7,1,4,5,6,4,2,4,2,37,32,10
65,65,3/12/09,30-201,LAL,@,SAS,W (+7),1,38:01:00,9,21,0.429,1,2,0.5,4,4,1,0,4,4,6,0,1,2,3,23,14.8,17
66,66,3/15/09,30-204,LAL,,DAL,W (+7),1,40:31:00,11,20,0.55,3,6,0.5,3,3,1,0,8,8,5,1,1,1,4,28,23.4,22
67,67,3/17/09,30-206,LAL,,PHI,L (-1),1,32:39:00,5,15,0.333,1,4,0.25,0,0,,0,5,5,5,2,0,5,4,11,2.9,-9
68,68,3/19/09,30-208,LAL,,GSW,W (+8),1,39:20:00,9,25,0.36,2,6,0.333,1,1,1,3,3,6,2,2,0,5,1,21,8.1,-3
69,69,3/21/09,30-210,LAL,@,CHI,W (+8),1,36:47:00,10,25,0.4,2,6,0.333,6,10,0.6,1,2,3,7,5,1,3,2,28,21,3
70,70,3/24/09,30-213,LAL,@,OKC,W (+18),1,29:29:00,6,18,0.333,1,4,0.25,6,6,1,0,3,3,5,4,2,0,3,19,17.4,22
71,71,3/26/09,30-215,LAL,@,DET,W (+15),1,38:01:00,10,18,0.556,1,3,0.333,9,10,0.9,2,6,8,7,2,0,1,3,30,28.9,27
72,72,3/27/09,30-216,LAL,@,NJN,W (+8),1,41:14:00,5,19,0.263,3,6,0.5,1,1,1,1,0,1,9,3,1,3,3,14,9.2,20
73,73,3/29/09,30-218,LAL,@,ATL,L (-10),1,37:10:00,7,19,0.368,1,6,0.167,2,4,0.5,2,6,8,4,1,0,4,3,17,7.5,-2
74,74,3/31/09,30-220,LAL,@,CHA,L (-10),1,36:28:00,11,28,0.393,2,5,0.4,1,3,0.333,0,2,2,2,3,0,1,3,25,11.8,-10
75,75,4/1/09,30-221,LAL,@,MIL,W (+6),1,38:41:00,10,19,0.526,1,2,0.5,9,9,1,1,7,8,4,3,0,4,1,30,24.9,14
76,76,4/3/09,30-223,LAL,,HOU,W (+12),1,38:35:00,7,11,0.636,4,6,0.667,2,2,1,0,1,1,7,2,0,3,0,20,19.3,16
77,77,4/5/09,30-225,LAL,,LAC,W (+3),1,33:41:00,5,15,0.333,3,6,0.5,5,8,0.625,1,3,4,5,1,1,2,3,18,11.9,0
78,78,4/7/09,30-227,LAL,@,SAC,W (+18),1,30:32:00,8,16,0.5,1,5,0.2,5,8,0.625,0,5,5,4,2,0,0,2,22,18.3,6
79,79,4/9/09,30-229,LAL,,DEN,W (+14),1,34:53:00,11,19,0.579,2,5,0.4,9,10,0.9,1,2,3,2,1,0,2,0,33,25.4,15
80,80,4/10/09,30-230,LAL,@,POR,L (-8),1,36:02:00,9,24,0.375,3,6,0.5,11,12,0.917,0,5,5,2,0,0,3,5,32,16.3,-7
81,81,4/12/09,30-232,LAL,,MEM,W (+17),1,29:14:00,7,9,0.778,0,2,0,2,2,1,2,5,7,4,2,1,1,2,16,19.1,7
82,82,4/14/09,30-234,LAL,,UTA,W (+13),1,26:22:00,5,11,0.455,1,2,0.5,5,7,0.714,1,0,1,5,2,0,1,3,16,13.5,10
