Rk,G,Date,Age,Tm,,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
24,24,12/25/01,23-124,LAL,,PHI,W (+6),1,42:10:00,6,19,0.316,0,2,0,0,0,,0,11,11,9,0,0,3,1,12,7.3,11
25,25,12/26/01,23-125,LAL,@,GSW,L (-11),1,40:39:00,17,28,0.607,3,7,0.429,2,2,1,0,2,2,5,1,0,3,3,39,27.1,-8
26,26,12/28/01,23-127,LAL,,TOR,L (-3),1,40:04:00,9,24,0.375,2,3,0.667,6,9,0.667,2,6,8,6,1,0,5,1,26,14.6,-10
27,27,12/30/01,23-129,LAL,,HOU,W (+24),1,30:52:00,7,17,0.412,0,2,0,2,2,1,0,2,2,11,0,0,1,2,16,13.4,10
28,28,1/2/02,23-132,LAL,@,DEN,W (+1),1,35:57:00,11,22,0.5,0,0,,6,7,0.857,3,5,8,3,3,0,3,2,28,21.5,3
29,29,1/4/02,23-134,LAL,,PHO,W (+32),1,30:05:00,7,15,0.467,0,1,0,4,5,0.8,0,3,3,6,0,1,3,3,18,11.5,17
30,30,1/6/02,23-136,LAL,@,TOR,W (+20),1,36:12:00,12,20,0.6,0,0,,7,9,0.778,3,4,7,2,3,0,4,2,31,23.9,4
31,31,1/8/02,23-138,LAL,@,DET,W (+29),1,27:57:00,8,17,0.471,0,1,0,4,4,1,2,2,4,6,1,0,0,3,20,17.3,18
32,32,1/9/02,23-139,LAL,@,IND,W (+19),1,35:02:00,11,22,0.5,1,1,1,8,14,0.571,2,6,8,4,3,0,3,2,31,22.8,23
33,33,1/11/02,23-141,LAL,@,MIN,L (-18),1,38:19:00,9,27,0.333,0,2,0,5,6,0.833,1,2,3,5,0,0,2,3,23,8.9,-14
34,34,1/12/02,23-142,LAL,@,CHI,L (-2),1,47:29:00,9,25,0.36,0,2,0,8,11,0.727,3,2,5,9,3,0,7,5,26,13.9,3
35,35,1/14/02,23-144,LAL,,MEM,W (+39),1,34:16:00,21,34,0.618,3,6,0.5,11,12,0.917,3,2,5,4,1,0,0,1,56,46.3,40
36,36,1/16/02,23-146,LAL,,MIA,L (-6),1,39:51:00,12,30,0.4,0,3,0,5,7,0.714,4,4,8,7,1,0,3,2,29,18.1,-4
37,37,1/19/02,23-149,LAL,@,SAS,W (+17),1,38:29:00,11,25,0.44,1,2,0.5,5,7,0.714,2,5,7,5,2,1,1,1,28,21.8,12
38,38,1/22/02,23-152,LAL,,DEN,L (-16),1,39:08:00,6,14,0.429,0,2,0,3,3,1,0,7,7,6,2,0,5,4,15,9.3,-12
39,39,1/23/02,23-153,LAL,@,LAC,L (-5),1,38:47:00,11,25,0.44,0,2,0,5,6,0.833,0,2,2,4,1,1,0,3,27,17.4,6
40,40,1/25/02,23-155,LAL,,SAS,W (+3),1,40:26:00,9,19,0.474,0,0,,9,9,1,0,3,3,6,0,0,3,4,27,17.8,6
41,41,1/27/02,23-157,LAL,@,PHI,L (-6),1,36:44:00,8,17,0.471,0,0,,4,5,0.8,1,1,2,3,1,1,1,4,20,13.1,-5
42,42,1/29/02,23-159,LAL,@,ATL,W (+34),1,27:12:00,13,20,0.65,0,1,0,6,6,1,3,1,4,2,0,0,2,3,32,23.8,18
43,43,1/30/02,23-160,LAL,@,ORL,W (+18),1,45:12:00,9,23,0.391,0,1,0,5,8,0.625,2,6,8,4,1,0,2,1,23,13.9,17
44,44,2/1/02,23-162,LAL,@,MEM,W (+15),1,37:07:00,5,13,0.385,0,2,0,3,4,0.75,1,3,4,6,2,0,3,2,13,9.5,15
45,45,2/3/02,23-164,LAL,@,DAL,W (+7),1,39:47:00,11,25,0.44,0,2,0,2,2,1,2,8,10,6,2,1,2,5,24,17.6,8
46,46,2/6/02,23-167,LAL,,CHI,L (-8),1,41:21:00,14,26,0.538,1,2,0.5,9,10,0.9,3,5,8,1,1,2,8,2,38,22.9,-7
47,47,2/12/02,23-173,LAL,,WAS,W (+9),1,43:04:00,9,20,0.45,0,1,0,5,9,0.556,1,10,11,15,1,1,2,3,23,23.7,3
48,48,2/14/02,23-175,LAL,@,SEA,W (+5),1,42:09:00,8,21,0.381,0,0,,7,10,0.7,4,3,7,10,2,1,1,2,23,21.9,9
49,49,2/15/02,23-176,LAL,,ATL,L (-3),1,42:28:00,7,13,0.538,0,1,0,7,11,0.636,1,1,2,10,2,1,6,2,21,17,-11
50,50,2/17/02,23-178,LAL,@,POR,L (-6),1,42:59:00,11,26,0.423,0,4,0,6,6,1,2,3,5,2,1,1,3,5,28,14.6,-2
51,51,2/19/02,23-180,LAL,,BOS,L (-1),1,40:54:00,11,25,0.44,1,2,0.5,4,5,0.8,2,2,4,9,1,0,2,5,27,18.8,-4
52,52,2/21/02,23-182,LAL,@,CLE,W (+7),1,40:04:00,13,24,0.542,0,1,0,6,11,0.545,1,5,6,6,2,0,2,3,32,23.6,7
53,53,2/22/02,23-183,LAL,@,CHH,W (+2),1,43:58:00,8,19,0.421,0,3,0,5,6,0.833,4,5,9,6,3,1,5,3,21,16.5,-1
54,54,2/24/02,23-185,LAL,@,NYK,W (+16),1,41:35:00,10,18,0.556,1,1,1,6,6,1,2,4,6,5,3,0,3,3,27,23.3,18
55,55,2/26/02,23-187,LAL,@,MIL,W (+10),1,38:36:00,13,25,0.52,0,2,0,1,1,1,2,2,4,6,1,0,2,2,27,19.1,11
56,56,2/27/02,23-188,LAL,@,MIN,L (-11),1,41:52:00,8,25,0.32,0,0,,4,4,1,1,4,5,11,0,0,2,4,20,11.7,-7
57,57,3/1/02,23-190,LAL,,IND,W (+12),1,36:55:00,8,17,0.471,0,1,0,9,12,0.75,0,3,3,3,1,1,5,2,25,14,10
58,,3/3/02,23-192,LAL,,HOU,W (+16),Player Suspended,,,,,,,,,,,,,,,,,,,,,
59,,3/5/02,23-194,LAL,,NJN,W (+9),Player Suspended,,,,,,,,,,,,,,,,,,,,,
60,58,3/6/02,23-195,LAL,@,UTA,L (-8),1,39:12:00,7,19,0.368,1,3,0.333,11,12,0.917,3,2,5,4,2,0,5,3,26,16.4,-12
61,59,3/10/02,23-199,LAL,,NYK,W (+14),1,43:43:00,7,14,0.5,0,2,0,4,4,1,0,2,2,7,0,1,1,5,18,14.2,12
62,60,3/12/02,23-201,LAL,,CHH,W (+41),1,30:55:00,8,17,0.471,0,1,0,7,10,0.7,1,6,7,4,4,0,1,1,23,21,21
63,61,3/14/02,23-203,LAL,@,GSW,W (+8),1,39:30:00,7,14,0.5,0,0,,7,8,0.875,3,4,7,6,0,1,3,4,21,17.2,4
64,62,3/15/02,23-204,LAL,,LAC,W (+6),1,38:06:00,12,26,0.462,2,2,1,7,10,0.7,0,3,3,2,3,0,1,3,33,21.5,5
65,63,3/17/02,23-206,LAL,,DAL,W (+2),1,41:22:00,5,14,0.357,1,1,1,3,3,1,0,9,9,11,1,0,1,1,14,16.2,10
66,64,3/19/02,23-208,LAL,@,DAL,L (-16),1,34:49:00,4,18,0.222,0,2,0,4,7,0.571,0,8,8,3,0,0,1,5,12,1.3,-19
67,65,3/20/02,23-209,LAL,@,SAS,L (-18),1,27:40:00,9,16,0.563,0,0,,2,4,0.5,1,0,1,0,0,0,7,3,20,4.1,-18
68,66,3/22/02,23-211,LAL,,DET,W (+12),1,35:45:00,8,17,0.471,0,0,,2,2,1,2,5,7,7,4,0,2,4,18,17.5,3
69,67,3/24/02,23-213,LAL,@,SAC,W (+1),1,37:37:00,12,21,0.571,0,1,0,5,8,0.625,0,4,4,4,2,0,5,3,29,17.7,-10
70,68,3/26/02,23-215,LAL,,CLE,W (+5),1,31:24:00,7,10,0.7,1,2,0.5,2,3,0.667,2,5,7,3,0,0,0,2,17,16.6,10
71,69,3/27/02,23-216,LAL,@,PHO,L (-12),1,40:29:00,9,20,0.45,0,1,0,18,20,0.9,3,1,4,3,0,0,5,1,36,23.9,-3
72,70,3/29/02,23-218,LAL,,POR,W (+12),1,40:59:00,12,26,0.462,0,1,0,10,11,0.909,0,7,7,6,2,0,0,3,34,27.3,24
73,71,3/31/02,23-220,LAL,,SAS,W (+1),1,46:56:00,11,24,0.458,0,0,,9,9,1,2,7,9,3,1,1,6,4,31,18.3,0
74,72,4/2/02,23-222,LAL,@,WAS,W (+20),1,33:03:00,6,13,0.462,0,0,,2,2,1,0,2,2,6,1,0,4,3,14,7.9,25
75,73,4/3/02,23-223,LAL,@,NJN,L (-2),1,44:21:00,14,30,0.467,0,1,0,5,5,1,2,2,4,3,1,0,3,1,33,19.3,0
76,74,4/5/02,23-225,LAL,@,BOS,L (-18),1,38:02:00,5,25,0.2,0,2,0,16,18,0.889,0,6,6,2,1,1,2,4,26,11,-13
77,75,4/7/02,23-227,LAL,@,MIA,W (+8),1,38:02:00,8,12,0.667,0,0,,3,3,1,2,9,11,4,0,0,2,2,19,17.9,2
78,76,4/9/02,23-229,LAL,,UTA,W (+30),1,34:20:00,8,16,0.5,0,0,,6,7,0.857,0,4,4,5,1,2,4,3,22,15.5,27
79,77,4/11/02,23-231,LAL,,MIN,W (+13),1,37:40:00,9,20,0.45,0,1,0,10,10,1,1,2,3,2,0,0,2,5,28,16.3,16
80,78,4/14/02,23-234,LAL,@,POR,L (-8),1,50:40:00,6,15,0.4,0,2,0,11,14,0.786,0,7,7,9,3,2,6,4,23,18.9,-4
81,79,4/15/02,23-235,LAL,,SEA,W (+7),1,31:06:00,7,16,0.438,1,3,0.333,4,4,1,1,4,5,4,2,0,3,4,19,12.7,20
82,80,4/17/02,23-237,LAL,,SAC,W (+14),1,28:48:00,9,17,0.529,0,4,0,3,3,1,0,4,4,5,1,0,2,1,21,16,13
